t_s,clock,VDC,IDC,PDC,VG_A,VG_B,VG_C,IINV_A,IINV_B,IINV_C,STS,MODE,FAULT_FLAGS,FREQ,SET_FREQ,MOD_IDX,TEMP,STOP_REASON,ADC_B_RAW,ADC_B_OFS,XSPARE5,FAULT_UV_CNT
14.869,13:14:59.025,450.970,10.035,4525.614,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.618,29.437,0.722,52.320,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
14.934,13:14:59.090,451.095,10.016,4518.062,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.618,29.437,0.722,52.320,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
14.998,13:14:59.233,451.095,10.016,4518.062,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.723,52.294,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
15.142,13:14:59.298,451.095,10.016,4518.062,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.723,52.294,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
15.206,13:14:59.569,451.095,10.016,4518.062,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.723,52.294,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
15.477,13:14:59.712,445.499,10.665,4751.437,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.742,52.294,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
15.622,13:14:59.777,445.499,10.665,4751.437,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.742,52.294,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
15.685,13:14:59.840,445.499,10.665,4751.437,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.742,52.294,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
15.750,13:14:59.985,445.551,10.662,4750.529,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.742,52.276,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
15.893,13:15:00.048,445.551,10.662,4750.529,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.742,52.276,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
15.957,13:15:00.112,445.551,10.662,4750.529,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.742,52.276,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
16.021,13:15:00.257,445.551,10.662,4750.529,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.742,52.276,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
16.166,13:15:00.321,445.590,10.659,4749.685,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.742,52.276,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
16.229,13:15:00.576,445.590,10.659,4749.685,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.742,52.276,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
16.485,13:15:00.720,445.590,10.659,4749.685,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.742,52.253,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
16.629,13:15:00.784,445.462,10.669,4752.509,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.742,52.253,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
16.693,13:15:00.848,445.462,10.669,4752.509,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.742,52.253,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
16.756,13:15:00.992,445.462,10.669,4752.509,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.742,52.253,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
16.900,13:15:01.056,445.462,10.669,4752.509,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.742,52.253,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
16.965,13:15:01.120,448.406,10.341,4637.026,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.742,52.253,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
17.028,13:15:01.264,448.406,10.341,4637.026,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.018,29.837,0.736,52.238,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
17.173,13:15:01.328,448.406,10.341,4637.026,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.018,29.837,0.736,52.238,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
17.236,13:15:01.599,448.406,10.341,4637.026,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.018,29.837,0.736,52.238,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
17.508,13:15:01.745,448.543,10.325,4631.335,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.727,52.209,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
17.653,13:15:01.808,448.543,10.325,4631.335,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.727,52.209,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
17.716,13:15:01.871,448.543,10.325,4631.335,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.727,52.209,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
17.781,13:15:02.015,445.241,10.702,4764.858,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.743,52.198,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
17.924,13:15:02.079,445.241,10.702,4764.858,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.743,52.198,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
17.988,13:15:02.143,445.241,10.702,4764.858,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.743,52.198,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
18.052,13:15:02.287,445.241,10.702,4764.858,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.743,52.198,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
18.197,13:15:02.352,448.551,10.332,4634.479,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.743,52.198,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
18.259,13:15:02.606,448.551,10.332,4634.479,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.743,52.198,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
18.515,13:15:02.751,448.551,10.332,4634.479,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.057,30.237,0.740,52.182,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
18.659,13:15:02.815,446.893,10.519,4700.830,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.057,30.237,0.740,52.182,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
18.724,13:15:02.879,446.893,10.519,4700.830,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.057,30.237,0.740,52.182,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
18.788,13:15:03.024,446.893,10.519,4700.830,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.057,30.237,0.740,52.182,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
18.933,13:15:03.088,446.893,10.519,4700.830,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.057,30.237,0.740,52.182,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
18.996,13:15:03.151,448.682,10.323,4631.793,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.057,30.237,0.740,52.182,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
19.059,13:15:03.294,448.682,10.323,4631.793,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.018,29.837,0.736,52.171,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
19.203,13:15:03.358,448.682,10.323,4631.793,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.018,29.837,0.736,52.171,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
19.267,13:15:03.614,448.682,10.323,4631.793,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.018,29.837,0.736,52.171,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
19.523,13:15:03.758,450.502,10.101,4550.564,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.657,29.837,0.724,52.110,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
19.668,13:15:03.823,450.502,10.101,4550.564,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.657,29.837,0.724,52.110,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
19.731,13:15:03.887,450.502,10.101,4550.564,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.657,29.837,0.724,52.110,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
19.794,13:15:04.030,446.655,10.545,4710.101,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.057,30.237,0.740,52.122,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
19.938,13:15:04.094,446.655,10.545,4710.101,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.057,30.237,0.740,52.122,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
20.003,13:15:04.158,446.655,10.545,4710.101,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.057,30.237,0.740,52.122,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
20.067,13:15:04.302,446.655,10.545,4710.101,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.057,30.237,0.740,52.122,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
20.211,13:15:04.366,447.507,10.449,4675.916,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.057,30.237,0.740,52.122,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
20.274,13:15:04.622,447.507,10.449,4675.916,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.057,30.237,0.740,52.122,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
20.531,13:15:04.766,447.507,10.449,4675.916,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.017,29.837,0.738,52.085,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
20.674,13:15:04.829,446.449,10.564,4716.452,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.017,29.837,0.738,52.085,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
20.738,13:15:04.894,446.449,10.564,4716.452,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.017,29.837,0.738,52.085,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
20.802,13:15:05.037,446.449,10.564,4716.452,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.018,29.837,0.740,52.082,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
20.946,13:15:05.102,446.449,10.564,4716.452,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.018,29.837,0.740,52.082,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
21.011,13:15:05.166,447.395,10.457,4678.314,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.018,29.837,0.740,52.082,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
21.074,13:15:05.310,447.395,10.457,4678.314,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.739,52.076,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
21.219,13:15:05.374,447.395,10.457,4678.314,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.739,52.076,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
21.281,13:15:05.630,447.395,10.457,4678.314,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.739,52.076,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
21.538,13:15:05.773,447.538,10.441,4672.670,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.018,29.837,0.738,52.035,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
21.682,13:15:05.838,447.538,10.441,4672.670,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.018,29.837,0.738,52.035,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
21.746,13:15:05.902,447.538,10.441,4672.670,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.018,29.837,0.738,52.035,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
21.809,13:15:06.045,447.538,10.441,4672.670,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.739,52.046,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
21.954,13:15:06.110,447.645,10.433,4670.394,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.739,52.046,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
22.018,13:15:06.174,447.645,10.433,4670.394,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.739,52.046,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
22.082,13:15:06.317,447.645,10.433,4670.394,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.739,52.046,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
22.225,13:15:06.380,447.645,10.433,4670.394,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.739,52.046,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
22.289,13:15:06.637,449.845,10.181,4579.799,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.739,52.046,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
22.546,13:15:06.780,449.845,10.181,4579.799,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.618,29.437,0.724,52.031,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
22.689,13:15:06.845,450.784,10.068,4538.363,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.618,29.437,0.724,52.031,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
22.753,13:15:06.909,450.784,10.068,4538.363,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.618,29.437,0.724,52.031,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
22.817,13:15:07.053,450.784,10.068,4538.363,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.724,51.973,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
22.961,13:15:07.117,450.784,10.068,4538.363,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.724,51.973,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
23.024,13:15:07.180,450.784,10.068,4538.363,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.724,51.973,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
23.089,13:15:07.324,446.290,10.589,4725.854,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.057,30.237,0.741,51.990,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
23.233,13:15:07.388,446.290,10.589,4725.854,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.057,30.237,0.741,51.990,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
23.297,13:15:07.644,446.290,10.589,4725.854,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.057,30.237,0.741,51.990,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
23.553,13:15:07.788,449.842,10.189,4583.327,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.725,51.982,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
23.697,13:15:07.852,449.842,10.189,4583.327,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.725,51.982,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
23.761,13:15:07.916,449.842,10.189,4583.327,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.725,51.982,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
23.824,13:15:08.060,449.842,10.189,4583.327,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.018,29.837,0.740,51.976,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
23.969,13:15:08.124,446.212,10.600,4729.719,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.018,29.837,0.740,51.976,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
24.032,13:15:08.187,446.212,10.600,4729.719,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.018,29.837,0.740,51.976,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
24.096,13:15:08.332,446.212,10.600,4729.719,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.018,29.837,0.740,51.976,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
24.239,13:15:08.395,446.212,10.600,4729.719,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.018,29.837,0.740,51.976,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
24.304,13:15:08.652,450.848,10.062,4536.631,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.018,29.837,0.740,51.976,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
24.560,13:15:08.795,450.848,10.062,4536.631,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.724,51.951,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
24.704,13:15:08.859,445.947,10.637,4743.666,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.724,51.951,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
24.768,13:15:08.924,445.947,10.637,4743.666,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.724,51.951,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
24.831,13:15:09.068,445.947,10.637,4743.666,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.018,29.837,0.740,51.946,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
24.975,13:15:09.131,445.947,10.637,4743.666,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.018,29.837,0.740,51.946,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
25.039,13:15:09.195,445.947,10.637,4743.666,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.018,29.837,0.740,51.946,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
25.104,13:15:09.339,448.140,10.386,4654.345,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.738,51.907,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
25.248,13:15:09.403,448.140,10.386,4654.345,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.738,51.907,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
25.311,13:15:09.658,448.140,10.386,4654.345,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.738,51.907,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
25.567,13:15:09.803,446.291,10.601,4731.121,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.018,29.837,0.740,51.911,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
25.711,13:15:09.867,446.291,10.601,4731.121,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.018,29.837,0.740,51.911,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
25.775,13:15:09.930,446.291,10.601,4731.121,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.018,29.837,0.740,51.911,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
25.839,13:15:10.075,446.291,10.601,4731.121,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.741,51.892,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
25.983,13:15:10.138,445.910,10.639,4744.188,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.741,51.892,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
26.048,13:15:10.203,445.910,10.639,4744.188,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.741,51.892,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
26.110,13:15:10.346,445.910,10.639,4744.188,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.741,51.892,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
26.255,13:15:10.410,445.910,10.639,4744.188,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.741,51.892,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
26.319,13:15:10.666,449.369,10.247,4604.522,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.056,30.237,0.741,51.892,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
26.575,13:15:10.810,449.369,10.247,4604.522,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.726,51.876,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
26.718,13:15:10.874,449.232,10.261,4609.714,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.726,51.876,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
26.783,13:15:10.938,449.232,10.261,4609.714,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.726,51.876,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
26.846,13:15:11.082,449.232,10.261,4609.714,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.726,51.859,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
26.990,13:15:11.146,449.232,10.261,4609.714,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.726,51.859,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
27.055,13:15:11.210,449.232,10.261,4609.714,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.726,51.859,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
27.119,13:15:11.353,449.381,10.245,4603.964,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.726,51.856,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
27.263,13:15:11.418,449.381,10.245,4603.964,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.726,51.856,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
27.327,13:15:11.674,449.381,10.245,4603.964,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,29.656,29.837,0.726,51.856,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
27.582,13:15:11.817,445.039,10.739,4779.316,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.417,30.237,0.752,51.828,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
27.726,13:15:11.882,445.039,10.739,4779.316,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.417,30.237,0.752,51.828,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
27.789,13:15:11.945,445.039,10.739,4779.316,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.417,30.237,0.752,51.828,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
27.853,13:15:12.089,445.039,10.739,4779.316,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.417,30.237,0.752,51.828,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
27.998,13:15:12.153,449.446,10.248,4606.048,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.417,30.237,0.752,51.828,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
28.062,13:15:12.218,449.446,10.248,4606.048,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,30.417,30.237,0.752,51.828,5.000,0.10000000149011612,371.8241882324219,399.0,103.0
